"index","start_point","end_point","time"
"4765","b3","b77","[269]"
"4766","b3","312","[329]"
"4767","b5","b77","[209, 2332, 2280, 194, 237, 278]"
"4768","b5","312","[269, 479]"
"4769","b1","b77","[149, 120, 150, 224]"
"4770","b1","312","[209]"
"4771","b77","312","[60, 90, 179]"
"4772","b59","b36","[151, 89, 119, 1500, 120, 90, 180]"
"4773","b59","b40","[181, 149, 180, 119, 120, 146, 150]"
"4774","b62","b36","[121, 119]"
"4775","b62","b40","[151, 150]"
"4776","b36","b40","[30, 5922, 60, 23]"
"4777","b3","322","[150, 119]"
"4778","b3","b6","[30, 119, 2933, 90, 29, 120, 269, 179, 150]"
"4779","b57","b50","[60, 42, 59, 90, 38]"
"4780","b48","b66","[89, 120, 130]"
"4781","329","p6","[209, 299, 240, 435]"
"4782","512","324","[505, 600, 538, 531, 449, 659, 450]"
"4783","539","327","[388, 191, 864, 507, 538]"
"4784","p2","b25","[90, 179, 119, 16599, 16583, 16345, 60, 79, 205, 149, 150, 14689, 120, 114, 197, 16773, 125, 4434, 10926, 70]"
"4785","b52","b50","[53, 59, 60, 158]"
"4786","b56","b49","[60, 59, 50]"
"4787","b56","b6","[187, 389]"
"4788","b56","321","[389, 269]"
"4789","b49","b6","[127, 269, 89, 150, 300, 119]"
"4790","b49","321","[329, 1460]"
"4791","b49","b10","[449, 446, 268, 120, 240]"
"4792","b49","b1","[509, 60]"
"4793","b6","321","[202, 208, 128, 3613, 149, 119, 210, 120]"
"4794","b6","b10","[322, 90, 30, 29, 31, 60, 330, 86, 16, 68]"
"4795","b49","b62","[53, 89, 60, 64, 330, 30]"
"4796","724","b59","[180, 417]"
"4797","514","b26","[635, 546, 359, 538, 483]"
"4798","b25","b55","[122, 59, 60, 119, 46, 180, 42, 68, 52]"
"4799","b25","b50","[182, 119, 132, 120, 88]"
"4800","b25","514","[571]"
"4801","b25","509","[780, 658]"
"4802","b25","516","[840]"
"4803","b27","b55","[59, 38, 260]"
"4804","b27","b50","[119, 211]"
"4805","b27","514","[508, 388]"
"4806","b27","512","[598]"
"4807","b27","509","[717, 519, 546]"
"4808","b27","516","[777]"
"4809","b55","b50","[60, 89, 70, 61]"
"4810","b55","514","[449, 417, 481]"
"4811","b55","512","[539, 521]"
"4812","b55","509","[658, 358, 566]"
"4813","b55","516","[718]"
"4814","b50","514","[389, 529]"
"4815","b50","512","[479, 536, 303, 538, 460, 481]"
"4816","b50","509","[598, 363, 436, 509]"
"4817","b50","516","[658, 539, 376]"
"4818","514","516","[269, 178, 59, 48, 239, 209, 60, 210, 31, 299, 149, 89, 218, 120, 821]"
"4819","512","516","[179, 170, 60, 59, 119, 70, 90, 209, 270, 38, 275, 65]"
"4820","b36","b25","[90, 1457, 25145, 985]"
"4821","511","b43","[418, 477, 508, 949, 515, 389]"
"4822","511","b33","[449, 507, 530]"
"4823","511","b7","[687, 539, 691]"
"4824","514","b33","[299, 476, 513, 478]"
"4825","514","b7","[537, 387, 656, 723]"
"4826","514","p2","[648, 716, 449]"
"4827","b43","b33","[31, 30, 29, 60, 61, 440, 22]"
"4828","b43","b7","[269, 254, 209, 150, 142]"
"4829","b45","543","[569, 597, 540, 570]"
"4830","548","544","[120, 179, 149, 178, 92, 201, 210, 118, 240, 180, 150, 183, 124, 115, 167, 60, 59]"
"4831","548","534","[210, 149, 179, 209, 298, 319, 389, 270, 500]"
"4832","548","b43","[659, 953, 872, 767, 568]"
"4833","548","b26","[719, 827, 633]"
"4834","548","b4","[778, 774, 777, 626, 688, 690]"
"4835","548","b10","[838, 774]"
"4836","548","p2","[928, 2132]"
"4837","548","b67","[2252]"
"4838","548","b77","[2312]"
"4839","545","b43","[599, 842, 536, 644, 598, 686, 628]"
"4840","545","b26","[659, 806, 658, 656, 646]"
"4841","545","b67","[2192]"
"4842","545","b77","[2252]"
"4843","544","b26","[599, 628, 657, 691, 509, 510, 548]"
"4844","544","b10","[718, 328, 596]"
"4845","544","p2","[808, 2012, 680]"
"4846","544","b67","[2132]"
"4847","544","b77","[2192]"
"4848","534","b43","[449, 448, 479, 447]"
"4849","534","b67","[2042]"
"4850","534","b77","[2102]"
"4851","b43","b10","[179, 270, 235]"
"4852","b43","b67","[1593, 209, 119, 120]"
"4853","b43","b77","[1653, 153, 240, 179, 194, 142]"
"4854","b26","b10","[119, 269, 143, 194]"
"4855","b26","b67","[1533, 60, 89, 479, 59, 119, 329]"
"4856","b26","b77","[1593, 150, 149, 209, 120, 159, 309, 328, 388, 90]"
"4857","b4","p2","[150, 1354, 149, 209, 1760, 446, 89, 21980, 208, 268, 179, 239, 40514, 552]"
"4858","b4","b67","[1474, 209]"
"4859","b4","b77","[1534, 358, 122, 238, 329]"
"4860","b10","b67","[1414, 119, 256, 158]"
"4861","b10","b77","[1474, 209, 210, 196, 597]"
"4862","p2","b67","[1324, 120]"
"4863","p2","b77","[1384, 180, 667, 388, 210, 2117]"
"4864","b68","b26","[120, 209, 60, 210, 150]"
"4865","b68","532","[598, 521, 690]"
"4866","b68","550","[778]"
"4867","552","554","[30, 60, 59, 90, 95]"
"4868","552","p6","[836]"
"4869","554","543","[208, 179, 457]"
"4870","554","p6","[806]"
"4871","543","p6","[598, 1160, 1219, 447]"
"4872","b35","521","[373, 287]"
"4873","b35","525L","[522, 394]"
"4874","516","p2","[329, 576, 628, 661, 718, 538]"
"4875","p2","324","[120, 79761, 79701, 59, 119, 811, 4423, 85, 223, 60, 136, 90, 318, 194, 150, 301, 93]"
"4876","532","540","[60, 90, 149, 180, 70, 179]"
"4877","540","550","[119, 211, 179, 209, 121, 150, 387]"
"4878","545","550","[60, 59, 90, 205, 120, 121, 61, 240, 70, 119, 625]"
"4879","547","537","[210, 150, 239, 130]"
"4880","p6","b4","[118, 119, 499, 179, 5057, 355, 13034, 13033, 3238, 2202, 120, 1716, 205]"
"4881","322","b9","[165, 79, 119, 60, 59, 120, 180]"
"4882","322","b2","[285, 199, 269, 178, 209, 240, 120, 222, 190, 150]"
"4883","b9","b2","[120, 185, 90]"
"4884","315","b25","[210, 224, 221]"
"4885","709","713","[60, 120, 149, 89]"
"4886","713","713","[0, 59, 60, 90, 239]"
"4887","509","b47","[538, 418, 479, 299]"
"4888","b34","323","[306]"
"4889","542","p6","[598, 509, 688, 599, 900]"
"4890","537","p6","[448, 417, 1077, 358, 516, 780]"
"4891","b48","b67","[150, 120]"
"4892","b68","316","[180]"
"4893","715","513","[209, 268, 266, 176, 180]"
"4894","715","b32","[747]"
"4895","715","p5","[1016]"
"4896","504","b32","[627, 467]"
"4897","513","b32","[538, 480]"
"4898","b32","b18","[179, 60, 120]"
"4899","b46","b48","[150, 120, 119, 104]"
"4900","b46","b40","[209, 330, 150]"
"4901","b48","b40","[59, 60, 90, 86, 145, 55, 74, 79, 52, 189, 120]"
"4902","537","p5","[560, 537, 598, 3208, 3253, 959, 900, 647, 528]"
"4903","316","318","[60, 149, 44, 30, 59, 89, 70, 300, 330, 563, 216, 83, 76, 1165, 53, 94, 154, 114]"
"4904","b40","b52","[150, 90]"
"4905","b54","b38","[87, 90, 89, 92]"
"4906","b54","514","[502]"
"4907","509","511","[120, 89, 119, 179, 247, 90, 60, 30, 329, 65, 334, 155, 82, 68, 76, 181, 270, 38, 95]"
"4908","509","b19","[628, 745, 865, 887, 538, 652, 686]"
"4909","508","b19","[568, 654, 403, 656, 538, 689, 717]"
"4910","515","b29","[449, 329, 330]"
"4911","b26","b31","[30, 120, 119, 88, 60]"
"4912","b44","b31","[120]"
"4913","314","b75","[120, 538, 387, 104, 223]"
"4914","314","b65","[479, 188, 180, 330, 562]"
"4915","314","313","[598, 268, 808, 626, 180, 218]"
"4916","b75","b65","[359, 50, 59, 60, 120, 83, 107, 90, 89, 58]"
"4917","315","318","[59, 60, 79, 30, 119, 29, 120, 90, 18, 89, 117, 82, 150, 2315, 978, 215, 212, 518, 114, 108]"
"4918","315","p5","[209, 449, 509, 389, 150, 210, 269, 136]"
"4919","315","b53","[269, 309, 388, 328]"
"4920","318","b53","[210, 249]"
"4921","p5","b53","[60, 119, 19120, 19031, 150, 112, 90, 87]"
"4922","b38","b47","[60, 149, 90, 1478]"
"4923","b51","b57","[60, 63]"
"4924","b51","b58","[120, 59, 60]"
"4925","b51","328","[180, 89, 120, 90]"
"4926","b57","328","[120, 119, 60, 245, 90]"
"4927","722","330","[60, 30, 120, 89, 90, 71, 22, 154, 207, 81, 128]"
"4928","722","b36","[239, 195, 278]"
"4929","722","p6","[299, 537, 566, 330]"
"4930","330","b36","[179, 218]"
"4931","330","p6","[239, 1437, 223, 210, 449]"
"4932","b49","b27","[81, 158, 30, 60]"
"4933","b49","318","[320]"
"4934","b27","318","[239]"
"4935","542","b45","[595, 569, 509]"
"4936","542","b3","[775, 833, 689]"
"4937","532","b45","[478, 448, 658, 477, 368]"
"4938","b45","b3","[180, 148, 149, 150, 127]"
"4939","b6","b8","[179, 89, 712, 65, 90, 55, 60, 270, 82, 14]"
"4940","b6","b38","[153]"
"4941","b78","b70","[89, 75, 90, 69]"
"4942","p2","b22","[267, 209, 90]"
"4943","b25","b23","[60, 30, 1144, 81]"
"4944","b55","p6","[120, 150, 239]"
"4945","b55","533","[629, 537, 568, 628]"
"4946","b52","p6","[60, 104, 120, 89, 833, 584]"
"4947","b27","b7","[149, 60, 179, 69, 81, 71]"
"4948","b4","b65","[90, 283, 300]"
"4949","539","b37","[568, 536, 539, 538, 598, 509, 569, 524]"
"4950","538","b37","[538, 507, 568, 1075]"
"4951","538","b19","[627, 596, 593, 508, 587]"
"4952","534","b37","[508, 568, 477, 507, 509, 450, 586, 519]"
"4953","534","b19","[597, 537, 539, 628, 538, 911]"
"4954","b25","b40","[209, 149, 120, 320, 150, 211, 1829]"
"4955","b57","538","[603, 537, 538, 899, 604, 539]"
"4956","b40","538","[483, 506, 1055, 537, 477, 434, 388, 329, 336, 478, 660, 419, 461, 276, 470, 796]"
"4957","327","b65","[478, 239, 569]"
"4958","p2","b27","[209, 149, 15944, 119, 90, 21968, 21908, 77, 60, 239, 507, 389, 269, 180, 89, 475, 76261, 120, 181, 161, 143, 11483, 128]"
"4959","b47","b49","[79, 30, 38, 60, 119, 59]"
"4960","b49","b60","[60, 67, 239, 89]"
"4961","b60","b47","[60, 90]"
"4962","539","540","[120, 201, 60, 59, 90, 119, 49, 98, 180, 116, 209, 68]"
"4963","b51","b41","[144, 1526]"
"4964","515","512","[31, 209, 59, 67, 196, 30, 149, 60, 142]"
"4965","515","516","[201, 60, 149, 269, 179, 30, 418, 210, 469, 55]"
"4966","515","b33","[649, 508]"
"4967","515","p2","[777, 829, 774, 628, 1104]"
"4968","512","b33","[618, 509, 479, 510, 597, 508, 448, 979]"
"4969","b28","p2","[98, 150, 119, 2221, 2280, 299]"
"4970","b18","b33","[60, 328, 59, 359]"
"4971","b53","b55","[68]"
"4972","b53","b52","[127, 59, 60]"
"4973","315","b12","[270, 459, 329, 359]"
"4974","p4","b12","[180, 299]"
"4975","b7","b28","[119, 90, 149, 687, 179, 180, 518, 89, 95]"
"4976","b7","534","[628, 658]"
"4977","b15","534","[568, 598, 508, 7619, 567, 503, 540]"
"4978","b15","543","[687, 746, 717, 1326]"
"4979","b28","534","[509, 928, 868, 478, 600, 800]"
"4980","b28","543","[628, 595, 627, 599, 715]"
"4981","b41","534","[449, 304, 544]"
"4982","b38","p6","[60, 8357, 1008, 30, 59, 92]"
"4983","b30","516","[388, 449, 417, 596, 303, 416, 837, 450, 396]"
"4984","b26","b28","[60, 114, 58, 72, 388, 322, 69, 91, 31, 209, 90, 81, 53, 120, 75, 3964]"
"4985","537","b35","[687, 614, 658, 509]"
"4986","537","b10","[837, 897, 954, 749]"
"4987","538","b10","[778, 838, 689, 720]"
"4988","b45","b8","[180, 298, 208, 330, 329, 179, 257, 265]"
"4989","b4","b39","[119, 387, 130, 129, 90, 132, 120, 152]"
"4990","512","b55","[628]"
"4991","516","b36","[448, 382, 447, 187, 359, 389, 209, 179]"
"4992","516","b55","[568, 854]"
"4993","b36","b55","[120]"
"4994","b64","b76","[179, 209, 149]"
"4995","b64","b5","[149, 160, 209, 127]"
"4996","531","542","[120, 328, 89, 119, 387, 149, 170, 90, 396, 112, 179, 114, 203, 5778, 210, 1550, 323, 180, 196]"
"4997","549","542","[120, 119, 148, 149, 90, 68]"
"4998","b70","b41","[179]"
"4999","b32","b64","[149, 467, 120]"
"5000","b70","b77","[60, 59, 35, 30, 74, 68, 58]"
"5001","b70","b4","[269, 120, 208]"
"5002","b77","b4","[209, 179, 119, 330, 120, 445, 137]"
"5003","b26","b40","[119, 149, 90, 89, 919, 86, 120, 463, 1443, 386, 81, 68, 82]"
"5004","b53","b51","[63, 90, 209]"
"5005","b53","b26","[149, 387]"
"5006","b53","b39","[209, 188]"
"5007","b53","513","[747]"
"5008","b51","b39","[146]"
"5009","b51","513","[684, 774]"
"5010","b39","513","[538, 388, 210, 270]"
"5011","502","511","[90, 89, 275, 215, 60]"
"5012","b39","b54","[119, 209, 120]"
"5013","b21","b43","[120, 201]"
"5014","538","536","[93, 30, 59, 90, 29, 150, 60, 202, 388, 209]"
"5015","b30","541","[598, 540, 6881, 475, 665]"
"5016","p2","b47","[69202, 1646, 180, 266, 210]"
"5017","p2","b56","[69262, 15890, 209, 179, 229, 150]"
"5018","b25","b44","[120, 99]"
"5019","b48","b57","[60, 90, 59, 1880, 142]"
"5020","b31","538","[388, 477, 536, 597, 596, 437, 538, 598, 497, 750]"
"5021","538","532","[270, 60, 89, 59, 126, 52, 149, 180, 49, 30, 510, 120, 119, 61, 210]"
"5022","b45","511","[239, 507, 955, 775, 420, 262]"
"5023","504","508","[180, 90, 59, 44, 30, 120, 60]"
"5024","504","p6","[539, 838, 689, 569, 2344, 1807]"
"5025","501","p6","[419, 656, 450, 2225, 612]"
"5026","508","p6","[359, 626, 566, 628, 540, 509, 536]"
"5027","516","p6","[270, 269, 789, 399, 508, 419, 239, 2192, 934, 964, 810]"
"5028","508","510","[60, 89, 59, 209, 30, 68]"
"5029","516","b1","[328, 595, 596, 598, 389, 562, 508, 747, 599, 839, 539, 468]"
"5030","516","b4","[538, 566, 768, 846, 786, 539, 637, 533, 629, 720]"
"5031","b39","b1","[119, 149, 90, 328, 329, 299, 120, 440, 150, 338]"
"5032","b39","b6","[209, 149, 208, 275, 328, 239, 329, 419, 129, 119]"
"5033","b1","b6","[90, 89, 30, 119, 178, 210, 209, 86, 149, 150, 229, 179, 53]"
"5034","b1","b4","[210, 323, 60, 209, 59, 30, 13153, 53, 565]"
"5035","b6","b4","[120, 119, 30, 745, 60, 22, 132, 77, 59, 90]"
"5036","b2","318","[269, 2092, 329, 209, 240, 388, 305]"
"5037","b3","b65","[89, 60, 59]"
"5038","b71","b66","[150, 89, 60, 80]"
"5039","p2","b15","[78845, 120, 89, 2257, 90, 152, 179, 210, 150, 2516, 66]"
"5040","b26","b24","[89, 59, 760, 90, 63, 52, 60]"
"5041","509","p6","[412, 447, 566, 506, 359, 688, 719, 3823, 479, 627, 2702, 1755]"
"5042","b15","324","[80030, 236, 179, 240, 209, 218]"
"5043","b73","b22","[89]"
"5044","b49","b19","[60, 59, 77, 124, 64]"
"5045","b62","318","[209]"
"5046","b62","314","[298]"
"5047","b62","b77","[418]"
"5048","b62","b64","[478]"
"5049","b62","b4","[597, 209]"
"5050","318","b64","[269]"
"5051","318","b4","[388, 368, 297, 197, 269, 209, 268, 179, 239, 180, 653]"
"5052","314","b77","[120, 149, 90, 2669]"
"5053","b77","b15","[120, 119, 329, 338]"
"5054","b64","b15","[60, 59, 240, 356, 398, 76]"
"5055","b15","315","[269]"
"5056","b15","b77","[388, 359, 209]"
"5057","b28","315","[209]"
"5058","b28","b77","[328, 180, 419, 218, 119, 179]"
"5059","b28","b64","[388, 60]"
"5060","b40","315","[147, 119, 150, 89, 93, 145, 287, 120]"
"5061","b40","b77","[266, 1405, 1200, 185]"
"5062","b40","b64","[326, 129]"
"5063","315","b77","[119, 180, 120, 1435]"
"5064","315","b64","[179]"
"5065","b15","p6","[267, 528, 146, 211, 6356, 90, 337, 180, 124, 115, 209, 358, 119, 138, 94]"
"5066","b6","322","[218, 132, 848, 908, 120]"
"5067","b7","322","[142, 179, 119, 120, 107]"
"5068","b5","b44","[295, 149, 268, 239, 180, 212, 150, 211, 282, 179]"
"5069","324","b6","[114, 149, 238, 536, 148, 328, 268, 179, 133, 150, 209, 419, 180, 119, 208, 120, 450]"
"5070","b26","516","[341, 477, 333, 449, 478, 507, 567, 451, 834]"
"5071","509","b44","[328, 686, 538, 509, 541, 540]"
"5072","514","b28","[329, 656, 567, 449, 596, 496, 505, 447, 839, 480]"
"5073","514","b1","[389, 539, 950]"
"5074","514","b10","[449, 775, 570]"
"5075","b44","b10","[180, 412, 239, 240, 299, 270]"
"5076","b10","325","[209, 119, 150]"
"5077","724","b34","[208, 952]"
"5078","724","p6","[1526, 178, 207, 433, 715, 669]"
"5079","330","b34","[119, 143, 150]"
"5080","b68","b1","[337, 90, 87, 268, 120]"
"5081","b75","b1","[298, 134, 120]"
"5082","b10","326","[204, 210]"
"5083","b10","531","[354, 13351, 449]"
"5084","b10","538","[414, 715, 628, 1168, 677, 596]"
"5085","b10","543","[474, 563, 709]"
"5086","b10","544","[623, 858, 774, 1228, 795, 540]"
"5087","b10","539","[683, 658, 796, 718, 868, 805]"
"5088","b10","533","[743, 658, 3736, 420, 745]"
"5089","b10","b58","[952]"
"5090","b10","b55","[982, 15359, 15299, 180, 120]"
"5091","326","531","[150, 598]"
"5092","326","538","[210, 570]"
"5093","326","543","[270, 359]"
"5094","326","544","[419]"
"5095","326","539","[479]"
"5096","326","533","[539]"
"5097","326","b58","[748, 119, 60]"
"5098","326","b55","[778]"
"5099","531","b58","[598, 777, 477, 330]"
"5100","531","b55","[628, 210, 508, 180]"
"5101","538","b58","[538, 984, 569]"
"5102","538","b55","[568]"
"5103","543","533","[269, 180, 119, 120, 89, 90, 149, 150, 451, 375]"
"5104","543","b58","[478, 389]"
"5105","543","b55","[508, 419, 328]"
"5106","544","b58","[329, 298]"
"5107","544","b55","[359]"
"5108","539","b58","[269, 238, 838, 658]"
"5109","539","b55","[299]"
"5110","533","b58","[209, 179, 570]"
"5111","533","b55","[239]"
"5112","b58","b55","[30, 37, 29, 31]"
"5113","545","324","[419, 717, 598, 599, 551]"
"5114","543","324","[269, 328, 717, 570]"
"5115","532","324","[161, 149, 449, 358, 450, 385]"
"5116","535","537","[60, 120, 119]"
"5117","537","533","[30, 85, 90, 89, 21, 31, 51, 120, 64, 336, 66, 140, 200]"
"5118","b30","b56","[90, 10831, 70]"
"5119","b50","b56","[30]"
"5120","b7","b62","[210, 935, 209]"
"5121","b6","b62","[150, 149, 120]"
"5122","b17","b62","[90, 89, 357, 86, 113, 2037, 120, 609, 420]"
"5123","b6","323","[119, 124, 89, 120, 159, 90]"
"5124","b13","315","[300, 327]"
"5125","b6","315","[228, 387]"
"5126","b17","315","[180, 179, 119, 210, 269, 150, 2761, 338]"
"5127","b30","p2","[120, 125, 180, 298, 269]"
"5128","b27","p2","[89, 59, 90, 149, 119, 120, 116, 60]"
"5129","b17","b53","[61, 63, 237, 52]"
"5130","b17","542","[457, 596, 820, 536, 2916, 600, 625]"
"5131","b17","548","[577, 807, 748]"
"5132","b53","542","[396]"
"5133","b53","548","[516, 805]"
"5134","542","548","[120, 74, 90, 209, 179, 210, 150, 60, 98]"
"5135","548","547","[60, 65, 30, 110, 240, 209, 58, 11, 392]"
"5136","548","328","[397, 686, 1637, 629]"
"5137","548","b55","[487, 865, 717]"
"5138","547","531","[217, 273, 209, 300, 329, 189, 179, 210, 418, 269, 440, 239, 150]"
"5139","547","328","[337, 327, 359]"
"5140","547","b55","[427]"
"5141","545","328","[305, 388, 330, 420]"
"5142","545","b55","[395, 657]"
"5143","531","328","[120, 627, 477, 145, 1030, 90, 23674, 210, 390, 215, 420, 434]"
"5144","329","722a","[140, 60, 89, 59, 68, 150, 30, 77, 1010, 52, 120]"
"5145","329","327","[260, 180, 330, 540, 420]"
"5146","329","324","[290, 210, 209, 149, 179, 119, 157, 211, 120, 142, 180, 270, 276, 600, 480, 150, 208]"
"5147","722a","324","[150, 215, 89, 149, 120, 90, 179]"
"5148","516","501","[147, 149, 119, 179, 120, 150, 210, 1880]"
"5149","501","701","[149, 209, 119, 211, 270]"
"5150","712","701","[60]"
"5151","b37","330","[417, 209]"
"5152","b18","330","[358, 24414, 5689]"
"5153","b6","b75","[268, 179, 182]"
"5154","b18","b75","[119, 73, 5763, 89, 90, 120, 104, 180, 125]"
"5155","b69","b56","[11479]"
"5156","b4","b53","[179, 119]"
"5157","b53","p5","[71, 119, 120, 1520, 90, 723, 2995]"
"5158","b53","b56","[11151, 60]"
"5159","b53","b1","[11255, 89, 79, 544]"
"5160","p5","b1","[11184, 11136, 268, 288, 147, 79, 634, 365, 11709, 11649, 119, 5021, 82, 120]"
"5161","b8","b30","[119, 268, 238, 120, 180, 563, 210, 159, 149, 278, 450]"
"5162","b8","537","[596, 736, 718]"
"5163","b17","537","[536, 659, 760, 805, 1096, 537, 539, 565]"
"5164","543","b40","[447, 477, 686, 808, 539, 540]"
"5165","543","b48","[507, 958, 575]"
"5166","b28","532","[448, 389, 5540, 510, 477, 480, 539, 467]"
"5167","b4","p6","[120, 261, 119, 358, 268, 90, 305, 335]"
"5168","724","531","[388, 387, 393]"
"5169","724","534","[507]"
"5170","724","535","[567]"
"5171","724","p5","[1012, 506, 725]"
"5172","534","b34","[445, 417, 460, 540]"
"5173","535","b34","[385, 419, 438]"
"5174","b52","532","[511, 509, 449]"
"5175","b52","545","[660]"
"5176","b52","723","[1256]"
"5177","b50","532","[452, 685, 417, 719]"
"5178","b50","545","[601, 747, 836, 749, 809]"
"5179","b50","542","[780]"
"5180","b50","539","[810, 538]"
"5181","b50","723","[1197]"
"5182","532","723","[745]"
"5183","545","723","[596, 598, 509, 1032, 986, 1118, 1059, 461]"
"5184","542","723","[417, 401]"
"5185","539","723","[387, 537, 479, 450, 390]"
"5186","328","b57","[60, 357, 446, 90, 77, 68, 137, 180, 120, 210, 76]"
"5187","545","552","[60, 119, 150, 120, 180, 82]"
"5188","545","549","[179, 149, 89, 60, 90, 30, 29, 209, 59, 210]"
"5189","552","549","[119, 60]"
"5190","b31","b56","[127]"
"5191","b31","b27","[186, 269]"
"5192","515","701","[204, 328]"
"5193","716","501","[89, 180, 149, 90, 120, 80, 793]"
"5194","b2","b3","[260, 239, 309, 120, 194]"
"5195","b2","b57","[350, 120]"
"5196","b2","b36","[5575]"
"5197","b3","b57","[90, 149, 1694]"
"5198","b3","p6","[5282, 120, 90, 119, 209, 3454, 985, 129]"
"5199","b3","b36","[5315]"
"5200","b57","p5","[59, 60, 101, 119, 179]"
"5201","p6","b36","[33, 88, 60, 1166, 89, 30, 87, 58, 106, 2754, 5065, 8712, 259, 121]"
"5202","b8","b53","[328, 209, 120]"
"5203","b8","b50","[387, 2903, 5599, 188]"
"5204","b53","b50","[59, 60, 68]"
"5205","b25","b15","[29, 670, 346]"
"5206","b56","p6","[59, 60, 120, 4806, 90, 89]"
"5207","p6","b54","[1353, 125, 16388, 59, 149, 14818, 1119, 217, 145, 23226, 150, 90, 120, 60]"
"5208","534","b36","[456, 510, 991, 419]"
"5209","b68","b2","[119, 120, 149, 327, 666]"
"5210","b68","b10","[209, 268]"
"5211","532","b44","[417, 536, 419, 450]"
"5212","532","b19","[507, 626, 567, 596]"
"5213","b55","b38","[119, 120, 150, 121]"
"5214","b50","b38","[59, 60, 120, 71, 90, 124]"
"5215","b24","b77","[119, 180]"
"5216","b25","b18","[64, 1114, 60]"
"5217","b75","b3","[318]"
"5218","b75","b37","[497]"
"5219","b75","521L","[765]"
"5220","b65","b3","[268, 90, 91, 131, 71]"
"5221","b65","b37","[447]"
"5222","b65","521L","[715]"
"5223","b15","b3","[208, 240, 61, 239, 14, 60]"
"5224","b15","b37","[387, 209, 179, 134, 135, 150, 90, 91, 300, 850]"
"5225","b15","521L","[655]"
"5226","b3","b37","[179, 120, 90, 299]"
"5227","b3","521L","[447]"
"5228","b19","521L","[328, 418, 508, 390]"
"5229","b37","521L","[268, 330]"
"5230","523L","b35","[536]"
"5231","523L","b7","[804]"
"5232","b35","b7","[268, 208, 179, 145, 209, 217, 215, 300, 180, 4321]"
"5233","b1","b70","[830, 89, 100, 194]"
"5234","b1","b75","[890, 322]"
"5235","b24","b25","[682, 16654, 22711]"
"5236","b24","b75","[831, 119, 118]"
"5237","532","547","[209, 329, 179, 150, 153, 180, 210, 120, 148]"
"5238","538","547","[149, 269, 119, 150, 120, 239, 209, 210]"
"5239","544","547","[90, 210, 120, 119, 61, 57, 83, 68, 60, 92, 452]"
"5240","545","b28","[716, 902, 778, 718, 598, 1003, 944, 570]"
"5241","536","b28","[567, 477, 538, 734, 629, 924, 507, 540]"
"5242","547","p5","[597, 878, 814]"
"5243","547","b21","[656]"
"5244","539","b21","[536, 1027]"
"5245","p5","b21","[59, 60, 1179, 2029, 1052, 2228, 298, 70]"
"5246","536","534","[209, 119, 208, 60, 20, 358, 150, 17, 81, 90, 1340, 385, 269, 120]"
"5247","536","b34","[626, 568, 419]"
"5248","536","b56","[805, 507]"
"5249","540","b34","[477]"
"5250","540","b56","[656, 629]"
"5251","534","b56","[596, 180, 269, 479, 638]"
"5252","b34","b56","[179]"
"5253","b28","524L","[417, 1798]"
"5254","b28","526L","[536]"
"5255","521","524L","[60, 90, 120, 69]"
"5256","521","526L","[179]"
"5257","524L","526L","[119, 270]"
"5258","b46","546","[752, 985]"
"5259","b33","546","[567, 689, 479, 599]"
"5260","542","b38","[573]"
"5261","542","b47","[722, 958]"
"5262","542","b26","[781, 599, 660, 510]"
"5263","539","b38","[514, 507, 624, 559, 509, 450, 446]"
"5264","b38","b26","[208, 89, 120, 183, 60, 76]"
"5265","b47","b26","[59, 60, 120, 160, 209, 67, 1088]"
"5266","b45","531","[365, 388, 449, 509, 389, 415, 384, 899]"
"5267","b45","540","[514, 506, 478]"
"5268","540","p6","[622, 748]"
"5269","b50","531","[476, 1015, 715, 1078, 748, 480, 449]"
"5270","b50","533","[536, 488, 567, 447, 477, 509]"
"5271","b50","536","[595, 566, 210]"
"5272","520","b29","[476, 509]"
"5273","520","b17","[536]"
"5274","520","b8","[656, 616]"
"5275","b4","b71","[119, 150, 271]"
"5276","b76","b68","[119, 149, 89, 125, 90, 60]"
"5277","b76","b2","[239, 179, 269, 238]"
"5278","538","b44","[477, 388, 988]"
"5279","324","b50","[328, 178, 899, 257, 941]"
"5280","324","318","[5448, 841, 454]"
"5281","324","315","[5478]"
"5282","b25","318","[5239]"
"5283","b55","318","[5180, 3335]"
"5284","b55","315","[5210]"
"5285","b50","318","[5120, 149, 180]"
"5286","b50","315","[5150]"
"5287","534","b48","[20608, 687]"
"5288","b41","p5","[477, 357]"
"5289","b41","b48","[20161]"
"5290","327","b7","[396, 268, 179, 149, 269, 330]"
"5291","b29","505","[596, 507]"
"5292","b29","501","[626, 595, 566, 710, 568, 538, 658, 900, 990, 540]"
"5293","b29","706","[785]"
"5294","b40","505","[536, 748, 462]"
"5295","b40","706","[725, 659, 599]"
"5296","505","501","[30, 89, 82, 142, 60, 62, 59, 150, 127, 38, 210]"
"5297","505","706","[189]"
"5298","501","706","[159, 226]"
"5299","706","706","[0, 60]"
"5300","707","718","[59]"
"5301","707","505","[268]"
"5302","707","511","[327]"
"5303","707","516","[387, 329, 269]"
"5304","707","b38","[834]"
"5305","707","b40","[49247, 470]"
"5306","718","505","[209, 149, 150]"
"5307","718","511","[268, 390]"
"5308","718","516","[328, 270]"
"5309","718","b38","[775]"
"5310","718","b40","[49188]"
